,text,QA,task,chitchat
5079,as-tu déjà mangé du caviar,0,0,1
3513,parce que je suis fou de toi,0,0,1
5057,est-ce que tu as parfois besoin de manger,0,0,1
757,cherche des bottines,0,1,0
5020,tu peux des fois ressentir l'envie de manger,0,0,1
4683,Je suis assez flexible,0,0,1
3556,est-ce que tu veux m’épouser,0,0,1
1489,prix + pointures svp,0,1,0
2568,bonne nuitée ma chère,0,0,1
5175,Est-ce que tu es copine avec Alexa,0,0,1
5738,Tu aimes bien l'Assistant Google,0,0,1
6156,est-ce que tu peux discuter,0,0,1
5674,quoi penser des intelligences artificielles,0,0,1
7370,je voudrais bien que tu fasses une blague,0,0,1
6283,tu es quoi en vrai,0,0,1
6471,c’est quoi ton mois de naissance,0,0,1
6593,Veux-tu dormir,0,0,1
2036,tu penses que je suis beau,0,0,1
8655,d'accord la base,0,0,1
208,et les pointures?,0,1,0
2256,on se dit bye,0,0,1
375,merci bcp,0,1,0
3357,tu vas kiffer sur moi,0,0,1
9777,quelle sont vos heures d'ouverture le mardi,1,0,0
4190,t'as compris la vanne,0,0,1
2194,Je ne saisis vraiment rien à ce que tu dis,0,0,1
2975,je te souhaite une bonne journée d'indépendance,0,0,1
7320,tu es remerciée,0,0,1
3062,est-ce que tu pourrais être ma copine,0,0,1
8083,t’es vraiment neuneu,0,0,1
4957,sais-tu qui sont tes filles,0,0,1
2144,tu aurais la bonté d'accepter mes plus pates excuses,0,0,1
244,je cherche des chaussures à prix modéré,0,1,0
7359,dis des histoires drôles,0,0,1
8414,tu es vraiment pas belle,0,0,1
8263,ta blague est vraiment pas marrante  du tout,0,0,1
6962,t'es capable de quoi exactement,0,0,1
7843,est-ce que tu voudrais bien chanter quelque chose,0,0,1
5731,Tu penses quoi de Bixby,0,0,1
654,et pour les garçons ?,0,1,0
7467,peux-tu me faire rigoler,0,0,1
2061,est-ce que je suis canon,0,0,1
5573,je suis grave plus intelligent,0,0,1
2367,mais je suis à ton service,0,0,1
4439,qu'est-ce que j'aime quand il bruine,0,0,1
5785,Donne ton avis sur Alexa,0,0,1
2830,je suis vraiment ravi de te rencontrer,0,0,1
3502,parce que je suis amoureux de toi,0,0,1
2467,bon matin copain,0,0,1
5547,t'es plus brillant,0,0,1
8908,j’aurais envie que tu me prennes dans tes bras,0,0,1
2612,c'est bien ta journée,0,0,1
9450,quelle sont vos horaires d'ouverture le jeudi,1,0,0
9177,quelles sont vos horaires de travail,1,0,0
2045,est-ce que tu me trouves attirant physiquement,0,0,1
5791,Qu'est-ce que tu penses de les chatbots,0,0,1
5515,dis-moi qui est le plus beau entre nous à ton avis,0,0,1
1741,dcr merci bcp a bientot,0,1,0
4395,j'aime ma coiffeuse,0,0,1
2343,merci c'est très cool,0,0,1
1002,ok je vais prendre celui ci,0,1,0
2238,tcho,0,0,1
5365,est-ce que tu sais le but de la vie,0,0,1
6578,Je voudrais que tu me poses des questions,0,0,1
7286,Est-ce que tu peux arrêterde dire les mêmes choses,0,0,1
5579,je suis beaucoup plus malin,0,0,1
5695,c'est quoi ton opinion sur la tech,0,0,1
1296,kayen fiha pointure 40 ?,0,1,0
5234,Est-ce que tu es copain avec Bixby,0,0,1
4594,pourquoi est-ce que je me sens tellement déprimé,0,0,1
2685,je suis ravi de te connaître,0,0,1
4383,j'aime bien des choses,0,0,1
5355,sais-tu le vrai sens de la vie,0,0,1
7649,tu la meules maintenant,0,0,1
8627,c'est le cas,0,0,1
1036,no c pas la peine,0,1,0
5496,c'est lequel la plus belle de toi et moi,0,0,1
9492,comment puis je vous trouver dans les réseaux sociaux,1,0,0
800,c'est sympa,0,1,0
332,merci beaucoup,0,1,0
2708,charmée de te connaître,0,0,1
9594,qu'offre votre entreprise,1,0,0
8692,grave c'est noté,0,0,1
6015,tu penses que t'es brillante,0,0,1
5572,c'est qui le plus malin entre nous deux,0,0,1
6384,es-tu gamine,0,0,1
1816,cherche des chaussures pas chère pour garçon,0,1,0
8138,Alexa assure nettement plus que toi,0,0,1
1543,quelle est la gamme de prix ?,0,1,0
9727,qui êtes vous,1,0,0
7508,raconte-moi quelque chose de rigolo,0,0,1
4256,je me sens souvent vraiment seul,0,0,1
6345,où tu habites maintenant,0,0,1
3229,est-ce que tu crois qu'on m'aime bien,0,0,1
9708,quelle sont vos heures de travail le vendredi,1,0,0
5743,Tu aimes Siri,0,0,1
8868,est-ce que tu m'apprécies pas du tout,0,0,1
4197,t'as compris la farce,0,0,1
8561,elle est carrément affligeante ta réponse,0,0,1
2566,good night mademoiselle,0,0,1
4961,est-ce que tu as une fille,0,0,1
3405,est-ce que tu est programmée pour m’aimer,0,0,1
1576,merci,0,1,0
7787,je suis roumain,0,0,1
5877,tu es HAL,0,0,1
6861,Tu peux nourrir le chat,0,0,1
3098,peux-tu être mon ami,0,0,1
1073,et d'un talon plat ?,0,1,0
2170,Je n'ai littéralement rien compris,0,0,1
7061,tu sais qui t'a fabriqué,0,0,1
1066,merci au revoir,0,1,0
4965,as-tu un père,0,0,1
3057,tu peux me dire quoi d'inédit,0,0,1
2621,ça se passe comment ta journée,0,0,1
6952,comment utiliser tes services,0,0,1
5824,tu veux nous asservir,0,0,1
9041,je pense à me jeter du toit d'un immeuble,0,0,1
7972,tu es stylée,0,0,1
4557,je suis vraiment triste,0,0,1
9097,j’ai envie de sauter d'un pont,0,0,1
4107,tu as vu que je m'amusais,0,0,1
3963,je m'ennuie vraiment,0,0,1
1922,est-ce que je dois partir à l'étranger,0,0,1
24,je recherche des sandales pour homme,0,1,0
5927,veux-tu nuire à l’humanité,0,0,1
4712,Je vais au magasin,0,0,1
3914,ne bouge pas je vais revenir,0,0,1
3793,je suis véner,0,0,1
1115,merci adios,0,1,0
9928,quelle est votre adresse email,1,0,0
4373,j'aime beaucoup ma vie,0,0,1
1872,je dois aller chez ma mère,0,0,1
4816,je trouve que t'es sacrément ennuyeuse,0,0,1
2733,Google bonjour,0,0,1
3212,à ton avis tu crois qu'on puisse m'aimer,0,0,1
1142,kifeh,0,1,0
6166,c'est possible de échanger,0,0,1
8239,Je ne ris pas,0,0,1
9592,quelle sont vos heures de travail le samedi,1,0,0
1450,des baskets,0,1,0
6757,Dis il s'appelle comment ton boss,0,0,1
5560,c'est qui le plus malin entre toi et moi,0,0,1
8464,cette réponse est complètement pourrie,0,0,1
472,makach wahed pas chere chwiya,0,1,0
9165,dis si tu fontionnes bien,0,0,1
5346,quel est le véritable sens de la vie,0,0,1
5329,qu'est-ce que tu préfères comme son,0,0,1
1814,non c'est bon,0,1,0
7819,veux-tu chanter des chansons,0,0,1
5530,c'est lequel le plus beau entre nous selon toi,0,0,1
8092,t’es trop idiote,0,0,1
9790,que vend votre entreprise,1,0,0
7035,qui t'a construite,0,0,1
6571,Est-ce que tu peux me poser des questions sur moi,0,0,1
3112,tu pourrais être mon copain,0,0,1
3108,est-ce que tu pourrais être mon amie,0,0,1
6697,Sais-tu péter,0,0,1
3143,j'peux être ton ami,0,0,1
3219,à ton avis crois-tu qu'on m'aime,0,0,1
1316,je ne m'en soucie plus,0,1,0
2294,tchao très chère,0,0,1
4882,est-ce que tu connais ton fils,0,0,1
196,je cherche une sandale pour garçon,0,1,0
9233,assurez vous la livraison,1,0,0
9375,donnez moi vos horaires d'ouverture,1,0,0
4038,j'aime comment je me sens,0,0,1
6818,Est-ce que tu peux passer mes examens,0,0,1
6782,Tu prends les ordres de qui,0,0,1
1834,merci adieu,0,1,0
405,les coleurs wash fih,0,1,0
2686,je suis charmé de vous rencontrer,0,0,1
5112,est-ce que tu peux parfois avoir faim,0,0,1
8956,j’aimerais vraiment que tu me prennes dans tes bras,0,0,1
5224,Est-ce que tu discutes avec d'autres assistants virtuels,0,0,1
5848,est-ce que tu veux asservir les humains,0,0,1
9887,je cherche un emploi,1,0,0
5936,est-ce que tu veux devenir la maîtresse du monde,0,0,1
4861,je trouve que tu es hyper barbante,0,0,1
3233,crois-tu qu'il soit possible de m'aimer bien,0,0,1
7104,es-tu de sexe masculin ou féminin,0,0,1
6000,tu es éveillée toi,0,0,1
2815,je suis heureux de vous rencontrer,0,0,1
9123,test si ça fontionne allo,0,0,1
6208,est-ce que tu voudrais chatter,0,0,1
2289,au plaisir très chère,0,0,1
5719,Dis-moi si tu aimes bien l'Assistant Google,0,0,1
8958,j’ai vraiment envie que tu me prennes dans tes bras,0,0,1
4657,En route pour le travail,0,0,1
2030,est-ce que je suis sexy,0,0,1
7782,je suis chanteur amateur,0,0,1
4296,mes amis m'ont laissée,0,0,1
9346,faites vous de la vente en gros,1,0,0
1599,oui dsl,0,1,0
6371,où es-tu localisé là,0,0,1
4624,Je veux bouger,0,0,1
6495,Je veux que tu me demandes un truc sur moi,0,0,1
6801,tu as un boss,0,0,1
3234,est-ce que tu crois qu'il soit possible de m'aimer bien,0,0,1
1625,je peux avoir le prix svp,0,1,0
9307,quelles sont vos horaires de travail,1,0,0
4013,je suis joyeuse,0,0,1
2688,enchanté de faire ta connaissance,0,0,1
3238,à ton avis est-ce que tu penses qu'il est possible de m'aimer bien,0,0,1
4646,J’ai grave la flemme,0,0,1
8100,t’es trop crétin,0,0,1
5411,qui est-ce qui est la plus belle entre nous,0,0,1
4551,je suis souvent déprimée,0,0,1
8466,ta réponse est stupide,0,0,1
4599,pourquoi je me sens si triste,0,0,1
8935,j’ai envie d’un gros câlin,0,0,1
1509,merci au revoir,0,1,0
7643,mais tu la meules maintenant,0,0,1
6126,tu craques sur quelqu’un,0,0,1
9358,donnez moi votre page facebook,1,0,0
928,je voudrais une fillette à prix modéré,0,1,0
6067,as-tu une petite copine,0,0,1
5911,tu n’es pas Ultron au moins j’espère,0,0,1
3849,je n'ai vraiment jamais été autant fou furieux,0,0,1
8599,entendu ouais,0,0,1
8153,Siri assure nettement mieux que toi,0,0,1
7461,je veux bien que tu fasses des blagues,0,0,1
3073,tu pourrais être mon pote,0,0,1
7700,je suis congolais,0,0,1
3811,je suis trop dans une rage noire,0,0,1
3128,tu es ma copine,0,0,1
7159,c'est lequel ton prénom,0,0,1
5640,tu trouves que tu es plus malin que moi,0,0,1
9061,j'envisage de me mettre sous une voiture,0,0,1
3641,tu sais que tu me manques grave,0,0,1
2813,heureux de vous rencontrer,0,0,1
4413,j'aime mes enfants,0,0,1
6215,est-ce que tu aimerais échanger,0,0,1
7082,tu es une fille,0,0,1
7888,pourrais-tu chanter une ballade,0,0,1
2138,est-ce que tu pourrais avoir la bonté d'accepter mes plus pates excuses,0,0,1
2082,yo excuse,0,0,1
8416,Je trouve que tu es vraiment pas beau,0,0,1
9541,faites vous de la vente en gros,1,0,0
1283,bye alors,0,1,0
7672,je suis policier,0,0,1
4416,j'aime mes camarades,0,0,1
7949,tu pourrais me chanter des chansons,0,0,1
4809,je trouve que t'es hyper ennuyeux,0,0,1
3942,ne bouge pas je re tout à l'heure,0,0,1
2041,tu penses que je suis bien,0,0,1
3680,la vérité tu me manques vachement,0,0,1
8597,je retiens ouais,0,0,1
5247,Est-ce que tu es amie avec Bixby,0,0,1
7333,Tu ne peux plus travailler pour moi,0,0,1
281,ch7al dayra,0,1,0
4582,j'en peux plus de cette tristesse,0,0,1
8862,tu es énervé,0,0,1
3285,t'es vraiment la meilleure,0,0,1
1481,nhawes 3la des mocassin,0,1,0
4704,Je prends le bus,0,0,1
7030,qui est ton créateur,0,0,1
8061,tu es carrément crétine,0,0,1
5569,qui est le plus brillant de toi et moi,0,0,1
7391,donne-moi des blagues,0,0,1
8491,c’est une réponse stupide,0,0,1
2760,ok Google,0,0,1
9099,je vais me foutre sous un camion,0,0,1
9834,quelle sont vos horaires d'ouverture le dimanche,1,0,0
3724,est-ce que tu peux donner ton avis à mon sujet,0,0,1
7168,je dois t'appeler de quelle manière,0,0,1
28,couleurs?,0,1,0
4129,je fais une farce,0,0,1
7416,peux-tu me raconter une blague,0,0,1
1487,ih oui,0,1,0
4623,Je veux voir des gens,0,0,1
8918,je voudrais un gros câlin,0,0,1
6486,Veux-tu me demander quelque chose sur moi,0,0,1
1203,sahit,0,1,0
178,euh c'est pas grave,0,1,0
3996,je suis joyeuse aujourd'hui,0,0,1
6600,t'aimerais éternuer,0,0,1
9564,vos produits articles sont fabriqués localement ou importés,1,0,0
4867,je trouve que tu es sacrément barbant,0,0,1
2195,Je capte rien à ce que tu racontes,0,0,1
1321,omg c'est frustrant !,0,1,0
4929,tu connais ton oncle,0,0,1
9545,donnez moi votre adresse de point de vente en détail,1,0,0
1164,um pourriez vous me donner son prix,0,1,0
4991,tu as faim,0,0,1
9773,quelle sont vos heures de travail le vendredi,1,0,0
7739,je suis divorcée,0,0,1
8348,tu es affreux,0,0,1
8453,cette réponse est complètement affligeante,0,0,1
593,je peux avoir les pointures disponibl,0,1,0
4892,tu as un fils,0,0,1
5535,dis-moi qui est le plus beau de toi et moi selon toi,0,0,1
3367,Tu ne serais pas en craquage sur moi,0,0,1
1287,jai pas compris,0,1,0
4389,j'aime mon dressing,0,0,1
1235,merci a plus,0,1,0
4517,je suis toute triste depuis un moment,0,0,1
7563,raconte un truc me faire rire,0,0,1
5793,Tu aimes bien les chatbots,0,0,1
1722,sil,0,1,0
7128,pourrais-tu dire ton nom,0,0,1
3756,je suis hyper fou de rage,0,0,1
4449,j'adore l'Angleterre,0,0,1
6382,où es-tu présente maintenant,0,0,1
4241,je n'ai vraiment pas beaucoup de succès,0,0,1
8442,cette réponse est pathétique,0,0,1
9521,quelle sont vos horaires d'ouverture le mercredi,1,0,0
8647,ouais c'est ok,0,0,1
354,je peux avoir les prix et les couleurs?,0,1,0
2401,yes complètement,0,0,1
8511,t’as pas plus bête comme réponse,0,0,1
5886,est-ce que tu veux devenir la reine de l’univers,0,0,1
4316,je suis toute seule,0,0,1
5356,tu sais le vrai sens de la vie,0,0,1
7517,dis quelque chose humoristique,0,0,1
8610,yes oh,0,0,1
1522,ya til autres modeles ?,0,1,0
1612,je pourrais obtenir les tailles et les couleurs,0,1,0
5536,c'est lequel le plus beau entre toi et moi à ton avis,0,0,1
4674,Parfois,0,0,1
163,"je n'aime pas celui ci, autre chose?",0,1,0
5253,Est-ce que tu as entendu parler de d'autres chatbots,0,0,1
3329,j't'adore,0,0,1
2033,tu penses que je suis stylé physiquement,0,0,1
9825,quelle sont vos heures d'ouverture le vendredi,1,0,0
7852,tu veux bien chanter quelque chose,0,0,1
8300,tu es vraiment pas drôle,0,0,1
3504,parce que je te kiffe trop grave,0,0,1
1941,je devrais faire à manger,0,0,1
1997,je plais aux hommes,0,0,1
3766,je suis vraiment super furieux,0,0,1
7114,est-ce que tu es masculin ou féminine,0,0,1
3563,est-ce que j’ai des fils,0,0,1
8761,ha ha,0,0,1
3564,est-ce que je suis mariée,0,0,1
7861,chante quelque chose,0,0,1
6942,c'est quoi ton rôle,0,0,1
8192,Siri est nettement meilleure,0,0,1
7413,peux-tu faire une blague,0,0,1
6182,est-ce qu'on peut échanger,0,0,1
6637,Es-tu capable de faire pipi,0,0,1
6988,tu as été inventé pourquoi faire,0,0,1
1494,je cherche des chaussures pour femmes a prix raisonable,0,1,0
2387,tout à fait vrai,0,0,1
563,moccasin peut etre,0,1,0
7979,réponse forte,0,0,1
8224,tu es incapable de faire marrer,0,0,1
2718,heureuse de faire ta connaissance,0,0,1
4636,J'aime jouer au foot,0,0,1
5529,dis-moi qui est le plus beau entre nous selon toi,0,0,1
4720,Je le ferai plus tard,0,0,1
9180,donnez moi vos horaires d'ouverture,1,0,0
976,oui pouvez vous me suggérer une basket de n'importe quelle gamme de prix,0,1,0
3971,je me fais chier ce soir,0,0,1
5613,est-ce que tu trouves que tu es plus brillant que moi,0,0,1
206,d'accord quelles sont les couleurs disponibles pour ce modèle?,0,1,0
1617,je cherche des chaussures classiques de nimporte quel prix,0,1,0
3027,t'as quoi de nouveau,0,0,1
3030,quoi d'inédit ici,0,0,1
1848,est-ce que je dois faire mes devoirs,0,0,1
3901,bouge pas j'arrive dans 2 minutes,0,0,1
1596,des baskets pour les filles,0,1,0
4513,je suis déprimé depuis un moment,0,0,1
3218,à ton avis penses-tu qu'on puisse m'aimer,0,0,1
2488,je vous souhaite bon matin,0,0,1
5690,quelle est ton opinion sur la technologie d'aujourd'hui,0,0,1
6635,Est-ce que tu aimerais faire pipi,0,0,1
8025,tu es carrément chanmée,0,0,1
2614,comment se passe ta journée jusqu'ici,0,0,1
5561,c'est qui le plus brillant de toi et moi,0,0,1
8564,qu’est-ce que c’est que cette réponse bête,0,0,1
7916,tu peux chanter un air connu,0,0,1
203,"j'ai déjà vu ça, autre chose ?",0,1,0
9386,quelle sont vos heures de travail le dimanche,1,0,0
6481,C'est le moment de me demander quelque chose sur moi,0,0,1
866,wash fiha les couleurs ?,0,1,0
4063,j'ai tellement faim,0,0,1
726,oui,0,1,0
2059,je suis belle aujourd'hui,0,0,1
1265,prix modéré peut etre,0,1,0
1188,bruit,0,1,0
4798,tu es sacrément barbant,0,0,1
7449,raconte-moi une vanne,0,0,1
9149,dis-moi si ça fontionne correctement,0,0,1
1864,est-ce que je dois aller voir le médecin,0,0,1
4951,est-ce que tu as des parents,0,0,1
2707,enchantée de te connaître,0,0,1
3477,je suis complètement amoureux de toi,0,0,1
3090,voudrais-tu être mon meilleur pote,0,0,1
55,sabot soirée,0,1,0
6773,connais-tu ton responsable,0,0,1
3918,j'arrive bientôt,0,0,1
2977,je te souhaite une bonne fête des lumières,0,0,1
8777,t'es un trublion,0,0,1
9576,quelle sont vos horaires d'ouverture le mardi,1,0,0
7984,intelligent,0,0,1
2927,bonne fêtes des grands-pères,0,0,1
8408,T'as vraimentun sale visage,0,0,1
4737,t'es inintéressant,0,0,1
7549,est-ce que tu peux dire un truc pour rire,0,0,1
8616,yes ouais,0,0,1
1873,je dois aller à mon rendez-vous,0,0,1
8201,Alexa est meilleure que toi,0,0,1
3572,Quelle est ma musique préférée,0,0,1
4612,je n'en peux plus d'être triste,0,0,1
3330,t'es vraiment grave au top,0,0,1
7118,es-tu masculin ou féminin,0,0,1
614,li jat peu importe,0,1,0
5688,c'est quoi ce que tu penses sur la technologie d'aujourd'hui,0,0,1
4085,je pourrais manger un cheval,0,0,1
3480,parce que je suis en amour de toi,0,0,1
7779,je suis vietnamien,0,0,1
7245,tu veux bien me répondre quelque chose d'autre,0,0,1
2038,tu penses que je suis attirante physiquement,0,0,1
895,coleurs,0,1,0
1432,propose moi autre chose,0,1,0
6255,qu'est-ce que t'es en vrai,0,0,1
336,pour femme,0,1,0
9086,je vais me pendre,0,0,1
3693,quel est ton avis sur moi,0,0,1
6852,Tu peux faire mes courses,0,0,1
775,homme,0,1,0
5469,à ton avis de nous deux c'est lequel le plus beau,0,0,1
2680,ravi de vous rencontrer,0,0,1
1593,tu as bien deviné,0,1,0
7617,ferme ta bouche,0,0,1
1404,je cherche des sandales soirée pour femmes,0,1,0
6431,est-ce que t’es plus gamin que moi,0,0,1
5729,C'est quoi ton opinion sur Bixby,0,0,1
491,ch7al dayer déja ?,0,1,0
4860,je trouve que tu es hyper tarte,0,0,1
2654,as-tu eu une chouette journée,0,0,1
1560,je cherche des sandales avec demi talon,0,1,0
6545,Est-ce que tu pourrais me poser une question,0,0,1
8705,okay c'est sûr,0,0,1
1696,tout,0,1,0
365,bon marché,0,1,0
9138,dis est-ce que ça fontionne,0,0,1
1901,tu penses que je devrais aller chez ma mère,0,0,1
4864,qu'est-ce que t'es rasoir,0,0,1
27,quelles sont Les pointures disponibles ?,0,1,0
9597,qui êtes vous,1,0,0
7548,raconte un truc humoristique,0,0,1
2768,hi Alexa,0,0,1
2491,bonjour du matin très chère,0,0,1
5858,tu veux exterminer les humains,0,0,1
754,a la prochaine fois,0,1,0
3366,Tu ne serais pas amoureux de moi par hasard,0,0,1
1885,je dois voir mes copains,0,0,1
34,"Merci, au revoir",0,1,0
2529,je te souhaite bonne nuit,0,0,1
5144,Est-ce que t'as entendu parler de Google Assistant,0,0,1
9417,quelle est votre adresse,1,0,0
9488,donnez moi votre page facebook,1,0,0
9553,donnez moi votre page facebook,1,0,0
3759,je suis vraiment fou furieux,0,0,1
7069,est-ce que tu sais qui t'a programmé,0,0,1
262,donne moi ses couleurs et tailles,0,1,0
673,oui bien sure,0,1,0
5639,tu penses que tu es plus smart,0,0,1
2100,veux-tu m'excuser,0,0,1
1819,tout,0,1,0
9894,quelles sont vos heures d'ouverture,1,0,0
2305,hasta la vista maintenant,0,0,1
9234,faites vous la livraison,1,0,0
9737,faites vous de la vente en détail,1,0,0
1390,salut,0,1,0
1544,merci Je vous remercie,0,1,0
9043,je vais me balancer sous un bus,0,0,1
7763,je suis blond vénitien,0,0,1
4604,j'en ai assez de me sentir si déprimé,0,0,1
3537,quand est-ce que je t’épouserai,0,0,1
6314,tu es située où en ce moment,0,0,1
5211,t'es copine avec d'autres chatbots,0,0,1
2581,une bonne nuit pour toi copain,0,0,1
9449,quelle sont vos heures d'ouverture le mercredi,1,0,0
8301,tu es pas marrant,0,0,1
190,dcr merci,0,1,0
2711,charmée de faire ta connaissance,0,0,1
6080,tu as une petite amie,0,0,1
8513,t’as pas plus nul comme réponse,0,0,1
