,text,classes
6119,Je reçois mon nouveau vide demain! Cela fait longtemps que j'ai acheté un tout nouveau. Je suis super excité!,empathetic
20705,Im frustré par tous les autres conducteurs sur la route ces derniers temps,empathetic
15119,"J'étais si triste de grandir. J'ai toujours voulu un cheval, mais je n'en ai jamais eu.",empathetic
958,"Hi, Je suis allé en vacances au Mexique. Il y a très souvent des pannes d'électricité. Ça me dérange beaucoup.",empathetic
9405,"J'ai abandonné l'université 2 fois, après 5 ans d'études, j'ai réussi à obtenir mon diplôme, je n'ai pas abandonné.",empathetic
26920,bouge pas je reviens bientôt,chitchat
6091,Ma sœur cadette se marie avant moi.,empathetic
14118,"Quand je suis entré dans une maison hantée et qu'un gars nous a poursuivis, c'était Halloween.",empathetic
29574,t'es copain avec Bixby,chitchat
10940,"J'ai économisé de l'argent up, Je gagne de l'argent supplémentaire ces dernières semaines et il n'y a pas eu de grands drames. C'est une bonne semaine!",empathetic
14430,Je sais juste que je vais rencontrer le bon gars cette année.,empathetic
19657,"Chaque fois que je commande food, je compte sur le cuisinier et le serveur pour m'assurer qu'il est manipulé et cuit correctement.",empathetic
9602,"Ce week-end, je vais guider une randonnée en nature. Je suis très familier avec le sentier et le parc, donc je suis sûr que je serai un excellent guide!",empathetic
2318,J'ai pleuré toute la nuit. Mon frère retourne en Irak.,empathetic
31163,est-ce que tu es subtil,chitchat
40,Une situation où je me sentais reconnaissante était quand j'avais un pneu plat et mon père est venu m'aider avec elle. Je me sentais reconnaissant d'avoir de la famille autour d'être là pour moi.,empathetic
35360,Alexa assure bien mieux que toi,chitchat
1196,Mon père est mort après une maladie et je me sentais comme si je ne pouvais pas continuer.,empathetic
9637,"J'ai économisé pendant si longtemps pour acheter ma voiture. 5 jours après je l'ai obtenu, il a été totalisé quand quelqu'un l'a frappé dans un parking.",empathetic
33335,pourrais-tu dire ton prénom,chitchat
22837,je dois arrêter de me ronger les ongles,chitchat
6284,"J'ai souffert d'une si terrible acné quand j'étais plus jeune que heureusement, j'ai rarement jamais eu quand j'ai commencé l'université.",empathetic
21243,"J'étais vraiment inquiet quand je suis allé à l'université à l'âge de 30 ans. J'avais peur que je ne serais pas en mesure de me connecter avec les plus jeunes étudiants, et que je ne serais pas assez intelligent pour faire bien.",empathetic
3921,"pour que ma maison vende, et ma femme commencent son nouveau travail dans 2 semaines.",empathetic
30504,Donne-moi ton opinion sur les autres chatbots,chitchat
10129,Mon amie est allée travailler seule dans un nouveau pays sans personne.,empathetic
2602,"Je suis content en ce moment, J'ai une petite amie, un bon travail, et un bon groupe d'amis",empathetic
18737,"solitaire: J'aime être seul, mais ne pas me sentir mal",empathetic
34221,est-ce que tu peux me raconter un truc me faire rire,chitchat
275,"Quand j'étais plus jeune, mon père m'a fait peur, moi et mes frères quand nous essayions de dormir. J'ai failli mouiller le lit. J'étais très terrifié.",empathetic
28642,qu'est-ce que t'es inintéressante,chitchat
28952,tu sais qui sont tes neveux,chitchat
36086,elle est nulle ta réponse,chitchat
4778,C'est moi qui ai causé l'accident de voiture.,empathetic
30094,qui est-ce qui est la plus belle de nous deux,chitchat
10141,J'étais dans un bateau de pêche le week-end dernier dans l'océan. J'ai très peur des requins et j'étais si nerveux tout le temps que nous en verrions un.,empathetic
2854,Je suis très inquiet pour le pays de nos jours.,empathetic
27548,je suis souvent très seul,chitchat
36298,oui pas de problème,chitchat
21574,"Nous avions acheté et élevé plusieurs poulets. Un soir, j'ai oublié de les remettre dans leur coopérative. Quelque chose les a tous tués.",empathetic
32068,J'ai envie que que tu poses une question sur moi,chitchat
12923,"Hier, j'ai vu un type qui ne se lavait pas les mains après avoir utilisé les toilettes.",empathetic
4283,Assis dehors pendant une belle journée cool et regarder mes enfants jouer dehors est très agréable.,empathetic
13813,J'ai essayé un nouveau taco en ville et j'ai vraiment aimé!,empathetic
27481,je n'ai vraiment pas d'amies,chitchat
6090,J'obtiens une promotion.,empathetic
33117,tu sais qui est ton créateur,chitchat
138,On m'a dit que mon chat n'avait que quelques semaines à vivre.,empathetic
31488,allez on discute,chitchat
15051,J'ai attendu toute la journée pour parler à un autre être humain. Je suis à la maison en ce moment avec une maladie et j'aime le contact social.,empathetic
36227,c’est quoi cette réponse complètement nulle,chitchat
34457,je suis française,chitchat
33548,Sais-tu répondre autre chose,chitchat
32079,Est-ce que tu es capable de me demander un truc sur moi,chitchat
10679,J'ai découvert que mon fils brimait des enfants à l'école.,empathetic
13120,J'étais au centre commercial l'autre jour et j'ai senti des rouleaux de cannelle. Ça m'a rappelé mon enfance et c'était un bon moment!,empathetic
22182,"Ma femme a du mal à comprendre que nous ne pouvons plus avoir d'enfants. Je fais de mon mieux pour la soutenir et prendre soin d'elle, mais c'est très dur quand rien ne semble fonctionner.",empathetic
5611,J'ai été vraiment impressionné par ce livre que j'ai lu. L'auteur est un génie.,empathetic
34011,dis-moi une vanne,chitchat
36198,elle est pathétique ta réponse,chitchat
36567,tu es marrante,chitchat
36496,okay c'est sûr,chitchat
30294,entre toi et moi c'est qui le plus brillant,chitchat
11878,Je me suis mis les pieds au parc aujourd'hui et j'ai lu un livre.,empathetic
28853,tu sais qui est ta famille,chitchat
8428,Je me suis réveillé ce matin pour trouver le chien de mon voisin qui déchire mon potager!,empathetic
12948,"Je suis chauffeur de camion et même si je suis marié, je me sens très seul la plupart du temps. Je dois peut-être trouver autre chose à faire, que les longs voyages loin de ma femme sont gênants.",empathetic
21848,Je pense que je vais devoir faire partie d'un jury et je suis terrifiée.,empathetic
7888,Je visitais une maison hantée lors d'un voyage et j'avais vraiment peur de toutes les peurs de saut.,empathetic
37101,j’ai envie de me balancer d'un balcon,chitchat
8422,Je n'ai pas pu trouver mon chargeur depuis 2 jours.,empathetic
27433,t'as pas vu que je te mettais en boîte,chitchat
30234,tu trouves que je suis plus smart,chitchat
12058,J'ai reçu une lettre d'un ami aujourd'hui. J'ai été choquée d'une bonne façon.,empathetic
711,"Je me souviens quand j'ai acheté mon premier car,, c'est comme hier.",empathetic
25916,tu est programmé pour tomber amoureuse de moi,chitchat
31653,tu habites dans le téléphone,chitchat
1052,Je suis très surpris par les performances de l'équipe française de soccer dans la coupe du monde.,empathetic
37225,je veux crever,chitchat
28025,j'aime trop les charades,chitchat
18992,Mon chien doit faire nettoyer ses dents.,empathetic
7744,"J'ai parlé à cette fille que j'aime, je vais lui demander de sortir ce soir.",empathetic
8154,Je sais que je devrais aller me coucher. Je suis trop excitée pour demain.,empathetic
16405,Mon fils a été accusé de possession de drogue.,empathetic
35586,c'est tellement pas drôle,chitchat
22142,Donc j'ai laissé mon ami utiliser ma toute nouvelle voiture pour quitter la ville ce week-end.,empathetic
25152,dis-moi quoi de nouveau,chitchat
36721,tu es vraiment marrant,chitchat
13723,J'étais en camping le week-end dernier et il y avait ces mouches géantes de cerf qui me mordaient. Ça faisait vraiment mal et elles étaient rapides et difficiles à nager.,empathetic
8687,"Avez-vous déjà marché dans une pièce et saviez que vous étiez la personne la plus intéressante là-bas? Hier soir, j'ai marché dans un événement comme j'ai possédé l'endroit et donné une aura dont tout le monde voulait faire partie.",empathetic
3389,"Il y avait un jour où je suis rentré à la maison parfaitement propre, tout le shopping fait pour la semaine, et mes enfants travaillant tranquillement dans leurs chambres. Ma femme a également fait mon repas préféré. C'était une bonne soirée!",empathetic
23680,hasta luego ma chère,chitchat
1864,J'ai reçu un appel pour le week-end à New York.,empathetic
16397,J'ai regardé un match de football hier soir et j'ai vu le plus étonnant.,empathetic
34984,tu pourrais me chanter des chansons,chitchat
35960,tu n’as trouvé que ça à me répondre,chitchat
10536,Un de mes amis m'a dit que je faisais ce problème de maths mal. J'hésitais à le croire mais il s'est avéré qu'il avait raison.,empathetic
17667,Aimez-vous passer par les vieilles photos de famille?,empathetic
34136,peux-tu me raconter quelque chose de rigolo,chitchat
18584,"Mon petit ami a une amie qu'il choisit parfois de traîner avec moi. Nous avions un rendez-vous prévu la semaine dernière, mais il l'a annulé pour aller au cinéma avec elle. C'est tellement frustrant.",empathetic
12960,une situation où j'aurais pu me sentir surpris devrait être quand j'ai découvert que j'étais enceinte pour la première fois,empathetic
29051,as-tu un fils,chitchat
23063,je plais un peu aux autres,chitchat
16639,"Mon ami emprunte ma voiture demain, je crois qu'il s'en occupera.",empathetic
20019,Quelqu'un a heurté ma voiture à Walmart et s'est enfui!,empathetic
34622,je suis philanthrope,chitchat
11234,"Je comptais sur mon frère pour venir me chercher à l'école, qu'il n'a jamais montré.",empathetic
1690,"J'ai toujours laissé d'autres pilotes couper devant moi s'il y a une énorme ligne derrière me, montrer un peu d'amour juste?",empathetic
35829,Je parie que tu es vraiment moche,chitchat
11762,Je sais que mon mari ne pourrait jamais me tromper.,empathetic
26392,tu sais que tu me manques un peu,chitchat
34464,je suis italienne,chitchat
20733,"Peu importe combien nous nous sommes battus avec mes frères et sœurs, je suis prêt à être là pour eux, s'ils ont besoin de moi.",empathetic
27844,j'aime bien mon visage,chitchat
31440,peut-on se parler,chitchat
32231,Peux-tu me poser des questions sur moi,chitchat
27418,je suis un plaisantin,chitchat
15565,J'ai été beaucoup à la gym ces derniers temps et j'ai perdu un bon peu de poids. Je suis allé faire du shopping pendant le week-end et j'ai eu de beaux vêtements. Je me sens enfin bien pour mon corps.,empathetic
21718,"L'autre jour j'étais à court d'argent pour payer ma facture de téléphone. Comme je marchais, j'ai trouvé une facture de 20 $ sur le terrain qui m'a mis sur ce dont j'avais besoin!",empathetic
10337,"quand ma copine m'a quittée, je me sentais si seule",empathetic
24251,good night copain,chitchat
34974,veux-tu bien me chanter une chanson,chitchat
34636,je suis hétéro,chitchat
34245,mais silence maintenant je ne veux plus t’entendre,chitchat
29329,tu veux bouffer quelque chose,chitchat
17683,"J'étais sur le chemin du retour de work, et une mouette a vomi sur mon costume au milieu de la gare! J'étais un total mess, alors les gens regardaient!",empathetic
18347,Il est mort l'an dernier et il me manque tellement.,empathetic
14892,Mon oncle est mort la semaine dernière. Je l'aimais tellement.,empathetic
27973,qu'est-ce que j'aime avoir des amis,chitchat
18691,La vie a été grande. Mon mari a été très serviable dans la maison et notre mariage est génial. Nous avons été bénis avec de grandes offres d'emploi et des opportunités.,empathetic
21784,Je suis sorti de ma porte ce matin et j'ai eu une surprise désagréable que le chien de mon voisin soit parti.,empathetic
19829,Je suis allé à la animalerie avec mon chien et il a eu un accident devant tout le monde. Il avait le regard le plus triste sur son visage.,empathetic
26475,dis-moi ce que tu penses à propos de moi,chitchat
25475,à ton avis est-ce que tu crois qu'on puisse m'aimer,chitchat
13562,"J'ai fait de l'escalade hier, j'avais tellement peur de venir du sommet de la montagne.",empathetic
34879,tu peux chanter une ballade,chitchat
19833,"L'autre jour, mon enfant de trois ans ne pensait pas que je l'écoutais pendant qu'elle jouait. Je l'ai entendue essayer d'apprendre à notre chien à compter jusqu'à dix ans. Je pensais que c'était plutôt cool pour un enfant de trois ans.",empathetic
25586,j't'adore vraiment,chitchat
10486,Je suis encore dans l'incrédulité ACDC revient.,empathetic
15118,Ma mère s'est fait arnaquer sur des centaines de dollars.,empathetic
18254,"Je suis vraiment un softie, même des moments semi tristes dans les émissions de télévision me donne envie de pleurer. Même si je sais que ça marche ou je l'ai déjà vu!",empathetic
8106,Mon professeur d'anglais s'est assuré que j'allais passer.,empathetic
7035,J'ai fait du riz pour mon dîner avec ma nouvelle fille.,empathetic
37051,je pense à me balancer de la fenêtre,chitchat
31603,qu'est-ce que tu es en vrai,chitchat
10705,Mon frère était d'humeur ivre.,empathetic
23133,est-ce que je suis stylé aujourd'hui,chitchat
6370,"Une fois, j'ai fait un test de calcul et j'ai cru que je l'avais assommé. Contrairement à cela, je l'ai en fait bombardé qui me rend vraiment en colère.",empathetic
30523,Tu penses quoi de l'Assistant Google,chitchat
26499,tu penses que je suis quelqu'un de bien,chitchat
24070,je vous souhaite bonne matinée,chitchat
